Subject	Phase	ADL	time
22	2.0	10.0	3.52
19	2.0	17.0	8.021
20	2.0	25.0	4.491
21	2.0	9.0	3.65
11	2.0	12.0	6.071
3	2.0	23.0	2.31
15	2.0	11.0	6.571
2	2.0	10.0	6.941
11	3.0	23.0	9.891
12	2.0	21.0	6.941
10	3.0	11.0	7.111
7	2.0	25.0	4.09
6	3.0	23.0	7.651
20	2.0	11.0	6.001
17	1.0	21.0	2.08
4	2.0	14.0	3.7
6	2.0	21.0	2.53
4	2.0	7.0	2.39
13	1.0	9.0	2.85
17	2.0	16.0	5.551
21	1.0	8.0	2.25
18	2.0	21.0	14.951
15	2.0	13.0	11.371
9	1.0	14.0	3.01
19	2.0	7.0	5.821
11	2.0	17.0	22.061
3	2.0	25.0	6.031
4	2.0	16.0	8.461
8	3.0	19.0	13.261
21	2.0	23.0	6.551
15	2.0	21.0	21.221
7	2.0	14.0	13.221
14	2.0	21.0	11.461
6	3.0	4.0	5.881
2	1.0	6.0	2.35
1	2.0	21.0	22.281
19	2.0	12.0	8.901
19	2.0	3.0	3.38
4	2.0	23.0	4.951
2	2.0	25.0	8.741
17	2.0	17.0	9.021
14	2.0	22.0	5.871
3	2.0	14.0	11.841
3	2.0	17.0	4.611
17	3.0	4.0	7.491
9	2.0	22.0	2.9
22	3.0	20.0	6.551
1	2.0	26.0	5.941
16	2.0	16.0	4.371
9	1.0	26.0	2.16
11	2.0	8.0	4.161
20	2.0	2.0	3.19
1	2.0	22.0	7.171
7	2.0	26.0	5.501
20	2.0	15.0	8.611
20	3.0	13.0	6.971
10	2.0	18.0	5.101
18	2.0	22.0	6.581
11	2.0	4.0	5.351
9	3.0	8.0	6.641
15	1.0	19.0	2.49
16	2.0	17.0	16.001
8	2.0	21.0	15.691
6	2.0	14.0	3.4
4	3.0	25.0	7.771
14	1.0	11.0	2.53
7	2.0	14.0	9.081
3	2.0	11.0	4.521
17	2.0	12.0	10.851
7	2.0	14.0	6.081
8	2.0	21.0	15.491
22	2.0	15.0	15.911
7	2.0	6.0	2.84
4	1.0	26.0	2.38
5	2.0	13.0	4.371
7	1.0	5.0	2.12
12	2.0	21.0	4.271
10	2.0	8.0	3.99
3	2.0	21.0	17.471
7	1.0	2.0	3.23
2	1.0	25.0	2.89
1	2.0	25.0	5.041
7	2.0	22.0	7.401
17	3.0	4.0	8.021
11	2.0	20.0	2.3
7	1.0	22.0	1.74
10	3.0	17.0	21.181
12	2.0	16.0	4.231
18	2.0	11.0	5.881
20	2.0	14.0	5.431
17	2.0	11.0	7.091
7	3.0	26.0	9.471
19	2.0	22.0	2.6
15	2.0	17.0	19.271
13	2.0	10.0	10.731
16	2.0	4.0	2.85
9	2.0	15.0	10.931
14	2.0	24.0	6.231
16	2.0	19.0	21.351
9	2.0	15.0	10.661
15	1.0	22.0	2.64
22	2.0	22.0	8.451
3	2.0	12.0	9.341
18	3.0	19.0	13.091
5	3.0	8.0	8.341
5	2.0	7.0	3.26
22	3.0	20.0	7.881
22	3.0	6.0	15.171
3	1.0	8.0	2.45
15	2.0	7.0	4.951
2	2.0	12.0	6.301
10	2.0	10.0	5.441
11	2.0	19.0	1.77
1	2.0	6.0	6.371
16	3.0	15.0	16.961
5	3.0	17.0	29.451
20	2.0	2.0	5.911
11	2.0	22.0	7.081
4	2.0	14.0	4.441
11	3.0	11.0	11.691
12	3.0	18.0	6.261
5	2.0	7.0	12.151
2	2.0	21.0	23.411
14	2.0	25.0	4.771
10	3.0	5.0	4.821
5	3.0	1.0	7.611
11	2.0	25.0	5.711
20	2.0	14.0	5.021
18	3.0	8.0	7.191
16	1.0	11.0	2.05
2	2.0	2.0	4.08
20	2.0	26.0	6.011
20	1.0	5.0	2.14
16	2.0	15.0	8.301
4	2.0	19.0	7.681
12	1.0	7.0	2.55
10	2.0	15.0	7.971
10	2.0	25.0	6.781
5	2.0	1.0	5.881
9	2.0	13.0	7.691
16	1.0	2.0	1.93
7	2.0	14.0	8.611
4	2.0	10.0	7.671
17	2.0	14.0	4.03
4	2.0	21.0	8.251
17	2.0	23.0	7.041
15	2.0	14.0	2.87
8	2.0	21.0	12.151
19	2.0	26.0	3.02
18	2.0	15.0	11.691
13	2.0	17.0	8.191
16	2.0	15.0	11.161
17	2.0	14.0	18.971
22	2.0	17.0	7.791
12	2.0	18.0	3.3
2	3.0	2.0	8.621
13	3.0	1.0	6.631
22	2.0	16.0	6.061
15	2.0	17.0	16.081
13	2.0	18.0	2.57
6	2.0	11.0	3.25
13	2.0	15.0	11.131
12	3.0	3.0	8.991
22	2.0	14.0	6.141
18	2.0	3.0	5.411
21	2.0	17.0	18.451
17	2.0	20.0	6.691
3	1.0	1.0	2.96
3	2.0	7.0	10.611
2	2.0	7.0	8.101
21	3.0	1.0	6.111
5	2.0	4.0	2.67
20	2.0	26.0	3.55
8	2.0	18.0	4.811
15	2.0	21.0	14.261
22	1.0	2.0	2.57
5	1.0	26.0	2.2
16	2.0	20.0	3.38
16	1.0	2.0	1.71
21	3.0	9.0	5.421
15	2.0	6.0	5.141
5	2.0	26.0	10.511
21	3.0	1.0	6.361
16	1.0	24.0	2.21
21	3.0	24.0	7.631
13	2.0	22.0	4.601
9	2.0	13.0	4.241
22	3.0	26.0	10.581
8	3.0	20.0	5.951
4	2.0	7.0	7.931
19	2.0	17.0	8.321
11	2.0	20.0	3.3
5	2.0	16.0	5.091
20	2.0	12.0	10.651
5	2.0	7.0	8.551
22	2.0	17.0	4.161
16	2.0	6.0	8.641
5	2.0	11.0	8.641
5	3.0	14.0	17.301
17	2.0	25.0	6.581
2	2.0	10.0	13.151
1	2.0	7.0	9.011
18	2.0	6.0	12.501
19	1.0	14.0	2.29
15	2.0	7.0	11.471
2	2.0	17.0	18.751
17	2.0	21.0	15.501
14	1.0	10.0	1.77
17	2.0	14.0	9.751
5	2.0	7.0	6.901
2	2.0	19.0	5.421
8	2.0	14.0	3.58
19	2.0	17.0	3.37
6	2.0	17.0	10.731
13	2.0	16.0	5.721
2	2.0	24.0	7.381
1	2.0	12.0	3.68
2	2.0	4.0	5.711
20	3.0	7.0	12.711
15	2.0	16.0	8.021
3	3.0	4.0	8.401
4	2.0	8.0	5.201
22	1.0	4.0	1.9
13	3.0	26.0	9.791
5	2.0	13.0	3.39
18	2.0	19.0	6.301
18	2.0	26.0	2.73
10	2.0	24.0	7.241
20	2.0	21.0	10.751
12	2.0	13.0	4.471
4	2.0	19.0	2.71
19	2.0	15.0	3.83
22	1.0	7.0	1.49
11	2.0	14.0	5.191
2	2.0	15.0	10.591
16	2.0	14.0	18.991
21	2.0	21.0	12.121
5	2.0	6.0	3.33
21	3.0	13.0	10.211
15	2.0	16.0	5.441
4	2.0	19.0	7.641
22	2.0	19.0	6.621
3	2.0	16.0	7.771
18	2.0	24.0	4.07
2	2.0	16.0	2.7
22	2.0	11.0	5.611
5	2.0	19.0	11.261
2	2.0	19.0	4.611
18	2.0	20.0	5.871
22	3.0	8.0	7.511
16	2.0	10.0	7.781
15	2.0	18.0	3.68
2	2.0	21.0	7.251
12	2.0	20.0	4.351
18	2.0	14.0	4.881
18	2.0	22.0	7.781
10	2.0	21.0	12.821
21	3.0	4.0	7.431
11	2.0	19.0	13.681
18	2.0	19.0	7.841
10	2.0	8.0	3.71
1	2.0	6.0	5.621
8	2.0	8.0	2.94
2	2.0	17.0	13.951
7	3.0	14.0	17.381
22	2.0	16.0	3.21
12	2.0	24.0	7.631
7	2.0	15.0	15.841
21	2.0	17.0	10.161
5	2.0	6.0	6.901
5	3.0	4.0	8.901
7	2.0	14.0	16.221
4	2.0	24.0	3.2
8	2.0	9.0	2.9
5	2.0	10.0	7.431
14	2.0	10.0	8.611
3	2.0	11.0	8.441
20	2.0	7.0	6.081
7	3.0	18.0	7.511
4	1.0	11.0	2.38
11	2.0	13.0	6.091
7	3.0	23.0	9.881
5	2.0	12.0	11.531
7	2.0	15.0	8.001
3	2.0	23.0	2.96
6	2.0	23.0	5.681
15	2.0	17.0	15.111
21	2.0	26.0	9.231
17	2.0	21.0	14.661
19	3.0	24.0	9.131
4	3.0	1.0	5.121
20	2.0	10.0	8.781
7	2.0	18.0	2.85
21	2.0	24.0	5.441
13	2.0	6.0	5.901
2	2.0	26.0	5.021
11	2.0	7.0	5.101
2	1.0	25.0	3.86
1	2.0	18.0	4.631
11	3.0	7.0	7.951
5	2.0	10.0	14.111
11	2.0	6.0	6.991
8	2.0	15.0	14.771
5	2.0	15.0	10.081
1	2.0	19.0	5.801
10	2.0	4.0	4.161
21	2.0	20.0	4.761
4	2.0	16.0	6.011
17	2.0	14.0	12.111
7	1.0	13.0	2.0
3	3.0	25.0	8.721
10	2.0	24.0	2.45
15	1.0	15.0	1.61
22	2.0	14.0	3.16
2	3.0	7.0	11.681
18	2.0	4.0	4.12
14	1.0	11.0	2.68
3	2.0	19.0	16.071
21	2.0	24.0	4.181
16	2.0	19.0	4.411
3	2.0	9.0	3.98
9	2.0	6.0	8.121
2	2.0	12.0	9.951
4	2.0	17.0	8.411
12	2.0	13.0	4.591
9	2.0	18.0	2.84
18	2.0	6.0	14.391
15	2.0	17.0	8.111
2	2.0	25.0	8.061
16	2.0	15.0	3.61
1	2.0	22.0	3.05
13	2.0	7.0	5.181
20	2.0	25.0	4.861
3	2.0	14.0	6.071
16	2.0	19.0	17.081
1	2.0	14.0	10.151
4	2.0	12.0	2.32
11	1.0	7.0	2.45
20	2.0	16.0	12.301
8	1.0	17.0	2.15
6	1.0	3.0	1.84
15	2.0	21.0	20.981
13	2.0	26.0	6.791
18	2.0	22.0	8.421
13	3.0	13.0	7.991
16	2.0	21.0	15.801
11	2.0	22.0	3.72
20	3.0	23.0	9.711
6	2.0	25.0	3.61
19	2.0	8.0	2.52
2	2.0	11.0	8.091
11	2.0	11.0	8.841
16	2.0	26.0	4.471
16	2.0	6.0	6.971
2	2.0	21.0	25.491
11	2.0	11.0	2.59
2	1.0	9.0	3.17
15	3.0	21.0	23.321
8	2.0	12.0	6.111
7	2.0	18.0	2.97
10	2.0	24.0	5.021
6	2.0	14.0	8.861
1	2.0	12.0	3.46
21	2.0	9.0	2.96
20	1.0	11.0	1.81
22	2.0	25.0	6.731
19	2.0	6.0	6.911
22	2.0	5.0	4.06
12	2.0	3.0	5.731
14	2.0	17.0	11.481
13	2.0	20.0	2.55
18	2.0	17.0	16.691
13	3.0	4.0	7.701
2	3.0	12.0	12.651
10	2.0	15.0	7.201
8	1.0	18.0	2.82
21	2.0	22.0	6.401
9	3.0	22.0	10.041
19	1.0	2.0	1.8
11	2.0	15.0	2.32
20	2.0	18.0	6.171
10	2.0	19.0	27.281
5	2.0	13.0	4.441
9	1.0	11.0	2.17
18	2.0	20.0	5.881
7	2.0	21.0	16.221
3	3.0	18.0	7.321
2	2.0	6.0	5.651
12	2.0	15.0	9.631
13	1.0	23.0	2.13
16	2.0	14.0	15.631
22	1.0	1.0	1.72
3	2.0	10.0	3.12
17	2.0	13.0	6.981
21	2.0	19.0	3.21
21	2.0	17.0	19.091
6	2.0	17.0	5.711
8	2.0	17.0	18.471
5	1.0	12.0	2.92
7	2.0	15.0	9.621
20	3.0	3.0	7.371
21	2.0	17.0	12.351
21	3.0	16.0	13.431
18	2.0	6.0	4.07
17	2.0	14.0	14.851
10	2.0	6.0	3.96
8	3.0	18.0	7.991
8	2.0	17.0	11.571
22	2.0	7.0	5.901
20	2.0	15.0	9.911
14	1.0	4.0	2.21
2	2.0	17.0	25.161
22	2.0	7.0	7.511
18	2.0	19.0	6.071
12	2.0	16.0	3.23
16	2.0	17.0	18.221
12	2.0	15.0	7.201
11	3.0	14.0	14.131
11	3.0	14.0	13.731
7	3.0	7.0	13.491
4	2.0	24.0	8.121
2	2.0	7.0	8.881
14	2.0	6.0	3.53
4	2.0	16.0	6.651
8	2.0	12.0	3.72
1	2.0	20.0	4.451
14	2.0	6.0	8.911
1	2.0	23.0	4.471
1	1.0	21.0	3.09
8	2.0	10.0	5.131
18	2.0	15.0	18.751
18	1.0	3.0	2.79
18	2.0	14.0	6.561
15	2.0	6.0	16.671
1	2.0	8.0	2.86
15	3.0	14.0	21.741
3	2.0	17.0	2.8
15	3.0	4.0	7.261
22	2.0	15.0	12.471
7	2.0	11.0	5.381
10	2.0	3.0	4.751
2	1.0	13.0	3.04
20	1.0	24.0	1.93
15	2.0	23.0	8.791
20	2.0	12.0	7.191
3	2.0	16.0	5.571
7	2.0	15.0	3.39
9	2.0	17.0	12.121
2	2.0	23.0	12.501
18	2.0	23.0	3.22
10	2.0	1.0	2.99
22	3.0	6.0	14.081
15	3.0	11.0	14.221
12	2.0	21.0	20.401
22	2.0	14.0	10.491
20	2.0	9.0	3.76
2	2.0	6.0	2.83
20	1.0	23.0	2.22
20	2.0	18.0	5.421
4	2.0	6.0	10.371
17	2.0	8.0	2.73
16	2.0	8.0	2.79
11	3.0	23.0	11.121
11	1.0	1.0	2.88
15	2.0	11.0	5.941
21	2.0	4.0	3.11
14	2.0	15.0	12.051
17	2.0	19.0	2.77
2	2.0	13.0	8.241
2	2.0	17.0	18.931
5	2.0	17.0	27.401
2	2.0	14.0	11.001
10	2.0	12.0	6.561
1	2.0	17.0	18.301
11	2.0	1.0	7.651
20	2.0	19.0	6.191
11	2.0	3.0	4.921
19	3.0	19.0	15.301
22	2.0	2.0	9.091
14	2.0	19.0	5.721
9	2.0	10.0	3.1
5	2.0	14.0	8.411
16	2.0	24.0	6.681
14	2.0	15.0	7.381
21	3.0	23.0	6.851
7	3.0	5.0	5.881
14	1.0	11.0	1.87
3	2.0	6.0	3.32
18	2.0	15.0	3.43
16	1.0	15.0	2.33
12	1.0	10.0	1.73
1	2.0	21.0	19.761
20	3.0	5.0	6.551
16	1.0	3.0	2.39
4	2.0	22.0	3.12
1	2.0	6.0	11.791
1	2.0	17.0	14.851
6	2.0	17.0	11.151
13	2.0	9.0	2.4
14	2.0	1.0	5.511
18	2.0	25.0	4.501
21	2.0	17.0	16.371
17	2.0	11.0	9.831
9	3.0	14.0	15.471
2	2.0	6.0	9.041
15	2.0	22.0	6.201
17	2.0	19.0	8.561
4	2.0	21.0	17.011
12	2.0	17.0	4.271
22	2.0	11.0	5.561
14	2.0	10.0	2.6
8	2.0	12.0	2.84
2	2.0	15.0	12.801
5	2.0	13.0	3.88
21	2.0	14.0	10.181
14	2.0	2.0	4.441
7	2.0	26.0	4.521
15	2.0	14.0	15.361
7	1.0	14.0	2.13
4	1.0	13.0	2.09
20	2.0	14.0	10.261
18	2.0	15.0	14.151
8	3.0	19.0	13.941
17	3.0	9.0	5.351
9	1.0	19.0	1.56
16	2.0	10.0	4.261
12	2.0	9.0	3.91
8	2.0	15.0	2.49
9	2.0	14.0	9.341
17	2.0	21.0	21.161
9	3.0	22.0	9.721
9	2.0	16.0	4.03
20	2.0	8.0	3.89
9	2.0	20.0	3.45
15	2.0	25.0	4.891
1	2.0	23.0	2.75
11	2.0	12.0	6.751
18	2.0	15.0	17.181
7	2.0	1.0	3.35
16	2.0	17.0	11.631
19	2.0	21.0	14.381
5	3.0	12.0	14.551
20	2.0	11.0	3.1
5	3.0	2.0	6.221
14	1.0	1.0	2.12
10	1.0	10.0	2.25
22	3.0	8.0	8.331
18	2.0	17.0	9.601
8	2.0	8.0	3.43
13	2.0	22.0	4.751
3	2.0	15.0	9.121
2	2.0	17.0	19.771
21	2.0	15.0	11.881
21	1.0	13.0	2.38
2	1.0	13.0	2.72
16	2.0	7.0	3.97
13	2.0	21.0	14.261
16	2.0	17.0	17.771
14	2.0	15.0	9.921
12	2.0	21.0	9.971
18	3.0	22.0	11.541
19	2.0	21.0	11.001
3	2.0	22.0	8.521
7	2.0	10.0	4.06
21	3.0	15.0	15.051
3	3.0	17.0	20.471
14	1.0	9.0	1.46
14	2.0	26.0	4.381
10	2.0	19.0	16.671
3	2.0	12.0	8.791
8	2.0	14.0	9.041
13	2.0	23.0	3.94
4	3.0	2.0	6.391
19	2.0	12.0	5.091
9	1.0	19.0	1.58
3	1.0	17.0	1.99
11	2.0	6.0	8.941
17	2.0	26.0	3.99
2	1.0	1.0	2.91
1	2.0	17.0	16.411
21	2.0	12.0	4.1
2	2.0	17.0	16.941
11	2.0	8.0	5.631
22	2.0	22.0	7.841
7	2.0	19.0	7.421
3	1.0	24.0	2.41
11	2.0	12.0	4.731
14	1.0	6.0	1.63
21	1.0	6.0	1.86
9	2.0	19.0	4.521
16	2.0	21.0	19.011
17	1.0	22.0	3.39
8	2.0	8.0	4.08
13	2.0	6.0	4.961
14	2.0	13.0	1.71
12	2.0	12.0	9.801
1	2.0	12.0	4.881
19	2.0	26.0	4.351
16	2.0	21.0	9.701
7	2.0	15.0	14.961
10	3.0	6.0	11.001
10	1.0	5.0	1.63
21	2.0	26.0	3.95
3	3.0	18.0	5.131
2	2.0	5.0	5.711
17	1.0	20.0	2.67
10	2.0	13.0	3.24
3	3.0	13.0	8.081
8	3.0	7.0	7.961
20	2.0	17.0	15.341
2	2.0	12.0	7.581
16	2.0	14.0	13.941
14	2.0	16.0	5.921
3	2.0	14.0	10.621
21	2.0	21.0	11.131
20	2.0	19.0	4.1
22	2.0	18.0	3.43
10	2.0	10.0	3.96
16	2.0	19.0	19.971
6	2.0	25.0	3.33
3	2.0	5.0	3.65
19	2.0	21.0	9.091
9	3.0	23.0	8.681
14	2.0	26.0	3.93
12	2.0	10.0	3.79
21	2.0	19.0	7.001
9	3.0	20.0	7.551
22	2.0	17.0	5.711
12	3.0	12.0	12.741
12	3.0	16.0	10.551
13	2.0	22.0	5.061
19	3.0	14.0	17.691
17	1.0	6.0	1.85
1	3.0	6.0	13.441
1	3.0	6.0	13.191
13	2.0	17.0	9.671
13	2.0	17.0	4.551
2	2.0	26.0	4.191
18	2.0	17.0	19.031
7	3.0	26.0	10.261
17	2.0	11.0	11.481
12	2.0	7.0	7.071
4	2.0	2.0	3.93
7	2.0	17.0	14.161
4	2.0	25.0	4.761
16	2.0	7.0	3.96
10	2.0	15.0	14.031
7	2.0	17.0	9.181
16	2.0	14.0	12.371
13	2.0	19.0	6.481
7	2.0	17.0	3.31
14	2.0	25.0	3.22
5	1.0	26.0	2.95
5	1.0	13.0	3.08
3	2.0	22.0	8.711
18	2.0	21.0	1.94
14	2.0	9.0	2.37
19	2.0	21.0	15.301
2	2.0	24.0	3.78
17	3.0	9.0	5.961
17	2.0	17.0	18.191
11	2.0	17.0	4.791
3	2.0	7.0	8.931
4	2.0	23.0	7.861
12	2.0	19.0	4.691
10	2.0	7.0	2.51
11	2.0	26.0	7.921
9	1.0	20.0	2.35
18	2.0	20.0	3.64
10	1.0	21.0	2.11
15	2.0	23.0	5.301
15	3.0	26.0	11.171
18	2.0	12.0	6.931
10	3.0	7.0	8.581
3	3.0	13.0	7.911
9	2.0	13.0	3.35
3	1.0	11.0	1.76
18	2.0	6.0	12.931
11	2.0	17.0	16.471
7	2.0	18.0	4.371
11	3.0	25.0	6.151
1	1.0	14.0	2.3
21	2.0	11.0	9.441
18	2.0	21.0	2.5
18	1.0	4.0	1.64
7	3.0	10.0	15.141
22	2.0	17.0	2.14
4	2.0	26.0	4.451
2	1.0	25.0	3.99
9	1.0	25.0	2.19
1	2.0	15.0	10.781
20	2.0	6.0	4.501
4	3.0	9.0	5.391
13	2.0	22.0	3.75
5	2.0	20.0	4.161
2	2.0	25.0	4.791
7	2.0	7.0	11.201
18	2.0	10.0	6.261
6	2.0	17.0	16.711
19	2.0	14.0	3.05
21	2.0	7.0	5.411
15	2.0	7.0	12.011
13	2.0	14.0	9.501
22	2.0	17.0	16.891
20	1.0	23.0	2.52
19	2.0	14.0	10.981
7	2.0	7.0	11.041
3	2.0	19.0	12.351
22	2.0	6.0	2.77
7	2.0	20.0	5.591
7	2.0	12.0	6.001
11	3.0	20.0	6.261
12	2.0	14.0	6.971
13	2.0	19.0	1.57
20	3.0	24.0	8.601
17	2.0	17.0	20.351
4	2.0	14.0	11.331
6	3.0	4.0	6.081
2	2.0	17.0	3.37
13	2.0	13.0	3.14
9	2.0	22.0	3.97
3	2.0	2.0	3.43
2	2.0	19.0	14.341
16	3.0	15.0	17.451
13	2.0	13.0	3.43
5	2.0	3.0	3.47
21	2.0	15.0	10.421
5	3.0	19.0	16.271
8	2.0	21.0	7.581
18	2.0	23.0	8.931
22	2.0	25.0	7.681
9	1.0	26.0	2.2
10	2.0	10.0	14.921
15	2.0	6.0	9.141
3	3.0	26.0	10.691
21	2.0	16.0	5.531
19	2.0	19.0	12.091
12	2.0	20.0	5.511
8	2.0	17.0	6.811
17	2.0	15.0	7.131
12	2.0	24.0	6.901
5	1.0	15.0	2.05
6	3.0	1.0	5.711
18	2.0	21.0	5.621
7	2.0	13.0	3.14
16	2.0	22.0	3.65
19	1.0	5.0	2.1
5	2.0	11.0	4.191
20	2.0	16.0	5.811
5	2.0	21.0	10.031
7	2.0	14.0	14.541
17	2.0	22.0	11.351
13	2.0	14.0	4.751
20	3.0	14.0	13.081
2	3.0	17.0	26.841
7	1.0	3.0	2.54
7	2.0	12.0	4.12
13	3.0	18.0	7.301
4	2.0	25.0	4.331
12	2.0	15.0	10.791
16	1.0	11.0	2.04
17	2.0	10.0	4.751
2	2.0	24.0	11.481
14	3.0	21.0	15.191
3	2.0	11.0	8.711
16	2.0	20.0	4.191
10	2.0	16.0	2.13
9	2.0	15.0	7.331
19	1.0	3.0	2.09
11	2.0	14.0	2.43
5	2.0	16.0	4.961
18	1.0	17.0	2.49
12	3.0	7.0	10.331
2	2.0	21.0	10.441
15	2.0	6.0	12.451
21	2.0	21.0	13.801
2	2.0	14.0	13.711
22	2.0	22.0	8.561
17	2.0	5.0	3.39
17	2.0	7.0	10.281
1	1.0	1.0	3.07
3	3.0	19.0	17.021
9	3.0	25.0	6.751
17	3.0	14.0	22.451
16	2.0	22.0	8.131
6	3.0	5.0	5.061
4	3.0	7.0	10.991
7	2.0	17.0	11.801
21	2.0	21.0	6.531
4	2.0	22.0	5.741
22	2.0	14.0	11.681
15	2.0	15.0	5.151
3	2.0	21.0	15.011
2	1.0	9.0	3.54
21	2.0	16.0	4.421
13	2.0	23.0	3.7
20	2.0	6.0	6.391
10	2.0	24.0	5.581
8	1.0	7.0	2.47
7	2.0	21.0	3.91
18	3.0	18.0	7.181
12	1.0	10.0	1.55
12	2.0	15.0	8.441
19	2.0	6.0	8.031
12	2.0	6.0	2.76
5	3.0	10.0	17.791
16	2.0	21.0	17.561
21	1.0	1.0	2.85
18	3.0	1.0	4.891
22	3.0	26.0	10.871
5	2.0	15.0	12.121
10	2.0	14.0	9.611
20	2.0	10.0	9.351
20	2.0	10.0	4.161
5	2.0	17.0	19.701
10	2.0	15.0	6.321
17	2.0	17.0	24.241
15	1.0	25.0	2.33
10	2.0	18.0	7.481
16	2.0	21.0	19.851
18	2.0	17.0	16.821
16	2.0	26.0	2.71
11	2.0	4.0	3.74
9	1.0	16.0	2.02
3	2.0	3.0	3.81
16	3.0	17.0	20.711
15	3.0	6.0	19.571
2	2.0	17.0	3.88
10	2.0	26.0	9.401
5	2.0	15.0	3.61
1	2.0	17.0	23.421
22	2.0	14.0	5.561
7	2.0	8.0	3.58
17	2.0	21.0	7.801
2	2.0	14.0	9.591
1	2.0	16.0	5.271
22	2.0	19.0	20.071
5	2.0	8.0	5.981
9	2.0	12.0	4.371
18	2.0	17.0	13.511
16	1.0	8.0	2.05
17	2.0	7.0	5.491
5	3.0	12.0	14.851
7	2.0	25.0	5.901
2	2.0	24.0	8.071
5	2.0	7.0	3.15
9	2.0	7.0	6.641
16	1.0	24.0	2.37
5	2.0	21.0	5.781
1	2.0	7.0	7.341
12	2.0	13.0	4.861
2	2.0	18.0	6.451
21	2.0	17.0	2.99
2	2.0	13.0	5.771
22	2.0	4.0	4.981
19	3.0	13.0	6.841
8	2.0	17.0	8.851
2	2.0	19.0	9.521
10	2.0	6.0	2.06
17	2.0	7.0	7.311
9	2.0	1.0	2.86
21	2.0	23.0	4.511
9	2.0	16.0	5.971
15	2.0	14.0	16.611
4	2.0	11.0	7.181
10	2.0	23.0	7.911
12	1.0	3.0	1.77
18	2.0	17.0	13.671
9	2.0	17.0	12.651
2	2.0	20.0	7.241
17	2.0	15.0	15.161
17	2.0	21.0	6.821
14	2.0	22.0	4.02
3	2.0	22.0	5.131
7	2.0	6.0	5.391
17	3.0	15.0	22.201
8	3.0	26.0	9.771
10	2.0	13.0	1.48
14	2.0	26.0	7.001
18	2.0	24.0	4.351
21	2.0	20.0	3.65
7	1.0	1.0	3.07
13	2.0	25.0	5.961
1	2.0	17.0	16.371
1	2.0	6.0	4.751
18	2.0	21.0	9.191
2	2.0	8.0	4.531
1	2.0	10.0	9.191
5	2.0	15.0	13.071
3	2.0	7.0	12.041
17	2.0	20.0	6.641
14	3.0	2.0	6.291
15	2.0	26.0	5.671
20	1.0	1.0	2.26
16	2.0	14.0	5.131
5	2.0	26.0	7.771
2	2.0	7.0	2.68
13	3.0	7.0	9.791
6	2.0	7.0	9.521
2	2.0	8.0	4.771
4	2.0	23.0	5.101
6	2.0	2.0	3.39
16	2.0	25.0	6.381
21	2.0	4.0	3.82
3	2.0	7.0	12.851
16	2.0	15.0	10.031
18	2.0	3.0	4.451
22	1.0	7.0	1.67
17	2.0	8.0	4.861
19	3.0	9.0	6.121
12	2.0	24.0	5.511
13	1.0	5.0	2.55
17	2.0	16.0	4.751
2	2.0	17.0	18.911
9	1.0	20.0	2.64
8	3.0	11.0	8.481
19	2.0	9.0	3.36
2	2.0	10.0	10.981
11	2.0	17.0	20.731
6	2.0	20.0	3.93
15	2.0	2.0	4.261
19	3.0	1.0	4.521
12	2.0	12.0	9.311
8	2.0	8.0	3.04
13	2.0	25.0	6.201
19	2.0	3.0	4.811
15	2.0	7.0	11.011
13	3.0	25.0	8.021
18	2.0	6.0	15.401
20	2.0	19.0	18.011
12	1.0	13.0	2.32
19	2.0	21.0	16.761
13	2.0	14.0	10.701
18	2.0	21.0	3.23
8	3.0	24.0	8.361
16	2.0	3.0	2.93
3	2.0	8.0	6.191
15	2.0	14.0	17.381
16	2.0	25.0	3.19
9	3.0	10.0	8.951
10	2.0	22.0	3.85
10	2.0	2.0	4.151
17	2.0	4.0	2.61
21	3.0	15.0	15.671
6	2.0	21.0	11.981
9	2.0	15.0	9.621
3	3.0	23.0	10.561
17	2.0	7.0	12.811
4	2.0	17.0	8.151
15	2.0	17.0	15.451
6	3.0	20.0	4.431
8	2.0	8.0	5.561
10	2.0	17.0	2.85
5	3.0	7.0	15.181
8	2.0	21.0	8.481
5	2.0	24.0	6.501
13	3.0	1.0	5.431
9	3.0	13.0	9.781
16	2.0	16.0	4.591
18	2.0	14.0	12.391
19	2.0	21.0	2.39
15	3.0	21.0	21.801
6	2.0	19.0	12.671
16	2.0	12.0	8.301
21	2.0	11.0	4.791
18	2.0	6.0	5.381
7	2.0	26.0	3.87
2	3.0	21.0	28.281
20	2.0	25.0	3.16
17	2.0	17.0	13.941
3	2.0	13.0	4.661
7	2.0	17.0	8.161
10	2.0	26.0	9.871
20	2.0	14.0	11.361
10	2.0	17.0	8.791
2	2.0	26.0	4.631
16	3.0	8.0	6.201
8	2.0	22.0	5.731
17	1.0	18.0	2.74
7	2.0	21.0	16.201
19	2.0	21.0	4.601
6	1.0	2.0	2.99
1	2.0	26.0	3.53
19	2.0	15.0	13.651
11	2.0	16.0	7.011
7	3.0	21.0	20.481
20	2.0	20.0	3.28
5	2.0	19.0	4.591
6	2.0	22.0	6.101
3	3.0	18.0	6.521
7	2.0	17.0	21.291
22	2.0	21.0	12.551
1	2.0	17.0	11.651
5	2.0	17.0	6.951
17	1.0	25.0	2.28
4	1.0	21.0	3.31
9	2.0	17.0	5.571
11	2.0	16.0	6.281
13	2.0	12.0	9.031
