Subject	Phase	ADL	time
3	2.0	6.0	3.25
20	3.0	9.0	5.981
18	2.0	10.0	14.121
15	2.0	23.0	4.981
16	2.0	2.0	3.4
22	3.0	8.0	7.171
4	1.0	3.0	2.38
17	3.0	21.0	25.421
17	2.0	19.0	6.021
17	2.0	4.0	5.961
22	2.0	7.0	11.171
5	2.0	25.0	4.971
22	2.0	25.0	6.581
8	2.0	6.0	9.101
10	2.0	14.0	10.641
10	3.0	9.0	4.461
22	2.0	26.0	9.091
3	3.0	19.0	17.181
18	2.0	21.0	9.051
8	2.0	21.0	16.981
20	3.0	4.0	8.311
3	3.0	14.0	16.021
4	2.0	21.0	21.951
3	2.0	19.0	7.291
14	2.0	24.0	6.981
12	2.0	4.0	6.191
14	1.0	22.0	1.79
18	2.0	17.0	13.311
17	2.0	17.0	14.251
20	2.0	21.0	5.091
19	2.0	21.0	3.15
19	2.0	7.0	3.09
21	2.0	7.0	4.891
19	2.0	5.0	2.67
2	2.0	7.0	3.53
20	2.0	26.0	9.131
4	2.0	19.0	2.5
11	2.0	21.0	14.111
3	2.0	21.0	15.911
4	2.0	26.0	5.811
2	3.0	19.0	17.961
7	2.0	7.0	3.56
4	3.0	2.0	4.841
15	2.0	18.0	6.611
19	2.0	14.0	16.951
9	2.0	6.0	9.891
2	2.0	15.0	14.921
22	2.0	8.0	4.481
12	3.0	1.0	6.221
14	2.0	19.0	5.301
6	3.0	4.0	6.441
20	2.0	12.0	9.891
7	2.0	15.0	5.791
5	2.0	12.0	3.96
12	2.0	6.0	3.5
2	2.0	7.0	4.811
17	2.0	10.0	10.491
18	2.0	24.0	9.261
18	2.0	13.0	6.591
10	2.0	6.0	3.93
8	1.0	24.0	1.45
20	3.0	17.0	19.401
13	2.0	18.0	5.121
19	2.0	17.0	7.011
7	1.0	8.0	2.78
20	3.0	25.0	8.571
10	3.0	3.0	5.771
16	1.0	13.0	1.95
17	2.0	15.0	16.591
3	2.0	13.0	6.871
19	2.0	24.0	2.84
21	2.0	21.0	8.821
3	1.0	10.0	2.51
7	3.0	14.0	19.451
5	3.0	6.0	12.541
3	2.0	6.0	4.571
22	2.0	26.0	3.38
14	2.0	3.0	2.69
18	2.0	5.0	3.9
3	3.0	8.0	8.251
7	2.0	9.0	5.271
22	2.0	7.0	3.76
11	2.0	17.0	4.961
11	3.0	12.0	11.111
5	1.0	3.0	2.76
10	2.0	15.0	7.421
9	2.0	22.0	7.441
13	2.0	17.0	7.121
18	1.0	6.0	2.34
13	2.0	1.0	3.49
15	1.0	14.0	1.8
4	3.0	22.0	9.711
17	2.0	21.0	14.731
12	2.0	10.0	3.52
2	2.0	14.0	14.551
2	3.0	20.0	9.151
8	1.0	17.0	2.3
8	3.0	3.0	5.121
12	2.0	23.0	3.62
4	3.0	20.0	8.131
10	1.0	23.0	1.64
7	3.0	8.0	7.991
16	2.0	19.0	7.211
1	2.0	17.0	14.581
19	1.0	19.0	2.27
4	2.0	20.0	5.431
16	2.0	7.0	6.711
9	2.0	4.0	4.671
1	2.0	21.0	4.951
7	3.0	10.0	14.711
5	2.0	8.0	4.311
5	2.0	26.0	10.381
12	3.0	11.0	9.501
18	2.0	22.0	10.511
17	2.0	17.0	15.431
11	2.0	12.0	3.51
15	2.0	15.0	7.191
10	3.0	12.0	11.071
5	2.0	26.0	9.731
22	2.0	8.0	3.85
20	2.0	4.0	5.391
14	2.0	14.0	4.261
16	2.0	21.0	2.24
2	2.0	10.0	10.721
15	2.0	13.0	10.401
16	2.0	24.0	6.501
7	2.0	24.0	3.45
2	2.0	14.0	7.671
2	2.0	18.0	6.911
2	2.0	13.0	8.371
17	1.0	4.0	1.8
2	2.0	15.0	2.66
19	2.0	14.0	11.481
10	2.0	16.0	4.12
15	1.0	12.0	1.95
11	2.0	24.0	4.781
2	2.0	6.0	11.361
10	2.0	7.0	2.87
10	2.0	19.0	23.791
3	3.0	4.0	7.891
15	2.0	12.0	7.111
4	3.0	8.0	6.321
22	3.0	26.0	11.291
7	2.0	10.0	9.811
4	2.0	6.0	9.091
13	3.0	8.0	6.421
9	2.0	22.0	9.171
9	2.0	21.0	13.321
2	1.0	19.0	2.67
17	3.0	24.0	12.731
4	2.0	15.0	11.051
3	2.0	4.0	4.841
18	2.0	6.0	12.541
4	2.0	20.0	6.131
9	3.0	13.0	10.051
10	2.0	14.0	4.271
15	2.0	13.0	6.121
5	2.0	8.0	5.451
6	2.0	7.0	13.461
11	3.0	21.0	16.651
13	2.0	25.0	4.321
12	3.0	19.0	16.101
18	2.0	15.0	6.261
12	2.0	14.0	5.891
3	1.0	16.0	2.56
15	2.0	13.0	10.231
2	2.0	21.0	19.661
17	2.0	14.0	18.511
17	2.0	19.0	14.941
1	2.0	21.0	25.191
22	2.0	5.0	4.361
3	3.0	12.0	13.421
12	2.0	24.0	6.221
4	3.0	2.0	5.311
2	2.0	3.0	7.311
20	2.0	14.0	4.791
5	2.0	19.0	5.481
10	2.0	24.0	7.931
19	2.0	12.0	6.121
14	2.0	14.0	13.521
14	2.0	22.0	6.921
11	2.0	6.0	5.241
2	2.0	23.0	3.66
19	2.0	7.0	7.461
8	2.0	16.0	5.891
19	2.0	17.0	12.371
7	2.0	18.0	5.241
2	3.0	20.0	9.061
13	2.0	17.0	12.051
17	2.0	17.0	25.681
5	2.0	10.0	9.071
22	1.0	9.0	2.36
10	2.0	21.0	10.091
15	2.0	21.0	11.391
3	2.0	11.0	10.501
16	3.0	3.0	5.891
8	2.0	6.0	8.601
15	2.0	9.0	3.51
10	2.0	19.0	12.651
20	2.0	11.0	2.72
10	2.0	6.0	2.0
17	3.0	9.0	5.291
21	1.0	7.0	1.85
11	2.0	7.0	4.13
19	2.0	14.0	3.39
5	2.0	15.0	10.891
10	2.0	21.0	4.561
7	2.0	6.0	11.401
4	2.0	11.0	5.111
16	2.0	13.0	6.751
22	1.0	12.0	1.84
3	1.0	21.0	3.02
3	1.0	21.0	2.05
13	2.0	22.0	7.821
14	1.0	23.0	1.73
10	2.0	13.0	1.39
15	3.0	19.0	12.471
5	2.0	20.0	5.931
1	2.0	21.0	22.121
18	3.0	14.0	15.281
17	2.0	15.0	13.511
21	2.0	21.0	16.861
5	2.0	26.0	7.651
18	2.0	18.0	4.231
16	2.0	7.0	4.05
10	2.0	14.0	2.79
10	2.0	21.0	11.961
22	2.0	17.0	12.581
5	2.0	10.0	6.281
20	2.0	22.0	6.371
4	2.0	24.0	8.751
7	1.0	19.0	1.81
22	2.0	11.0	9.271
9	2.0	20.0	4.361
15	2.0	11.0	5.891
4	3.0	15.0	16.171
21	2.0	19.0	17.491
21	2.0	19.0	10.191
20	2.0	4.0	3.55
6	2.0	10.0	5.691
13	2.0	14.0	14.861
2	1.0	9.0	2.15
9	2.0	23.0	7.611
21	2.0	12.0	6.911
19	3.0	13.0	6.621
14	3.0	10.0	10.031
11	2.0	6.0	6.321
16	2.0	16.0	7.311
1	2.0	12.0	10.901
19	2.0	13.0	2.39
18	2.0	12.0	8.201
1	2.0	10.0	9.751
22	2.0	23.0	6.261
9	2.0	10.0	2.39
13	1.0	18.0	1.17
17	1.0	22.0	1.96
19	3.0	2.0	4.661
2	3.0	24.0	18.091
22	2.0	6.0	3.86
12	2.0	5.0	3.76
16	2.0	18.0	4.251
10	3.0	7.0	9.101
3	2.0	15.0	13.731
16	3.0	13.0	8.021
16	2.0	15.0	12.201
21	2.0	19.0	13.911
3	2.0	5.0	4.601
14	2.0	6.0	7.521
1	2.0	8.0	3.72
17	2.0	5.0	3.11
15	2.0	1.0	4.171
20	3.0	16.0	14.271
8	2.0	26.0	5.031
7	1.0	16.0	2.18
5	3.0	5.0	7.681
17	2.0	16.0	6.421
21	2.0	17.0	9.331
11	2.0	7.0	4.701
12	1.0	8.0	2.73
7	2.0	10.0	3.77
21	2.0	6.0	7.311
19	3.0	16.0	7.991
10	2.0	22.0	6.471
6	2.0	6.0	7.241
10	1.0	12.0	1.84
9	2.0	14.0	7.601
11	3.0	20.0	6.971
14	2.0	8.0	2.15
12	2.0	7.0	2.67
6	2.0	17.0	13.101
11	2.0	11.0	9.621
1	3.0	18.0	6.981
7	2.0	19.0	6.871
21	1.0	7.0	1.43
11	3.0	4.0	7.791
8	2.0	17.0	18.411
14	1.0	10.0	1.45
12	3.0	1.0	6.431
22	2.0	16.0	5.621
8	2.0	21.0	16.521
9	2.0	13.0	4.931
17	2.0	17.0	6.331
22	2.0	15.0	11.761
11	2.0	19.0	9.251
6	3.0	11.0	9.971
14	2.0	17.0	16.061
14	2.0	17.0	16.591
2	2.0	8.0	4.481
22	3.0	8.0	8.081
18	2.0	17.0	20.311
21	2.0	16.0	5.691
20	2.0	16.0	4.891
12	3.0	7.0	10.421
5	2.0	26.0	3.51
7	3.0	7.0	14.391
6	3.0	5.0	4.791
11	2.0	10.0	9.501
9	2.0	26.0	7.421
18	2.0	1.0	3.77
17	2.0	15.0	5.841
17	3.0	15.0	21.511
18	2.0	13.0	3.33
19	2.0	26.0	10.201
4	1.0	18.0	2.04
16	2.0	4.0	4.04
9	2.0	14.0	3.13
10	2.0	19.0	3.03
7	2.0	11.0	8.921
5	2.0	8.0	6.211
16	2.0	12.0	10.951
13	2.0	10.0	3.13
19	2.0	10.0	8.701
7	2.0	19.0	4.611
16	2.0	17.0	6.551
20	3.0	6.0	10.611
4	2.0	7.0	6.091
8	2.0	17.0	16.531
16	2.0	17.0	10.111
16	2.0	21.0	5.641
3	2.0	13.0	3.53
5	3.0	7.0	15.991
9	2.0	23.0	6.291
12	3.0	5.0	6.451
20	2.0	15.0	14.501
1	2.0	6.0	9.881
10	2.0	17.0	17.791
8	2.0	3.0	3.14
18	2.0	25.0	6.081
7	2.0	14.0	6.921
6	2.0	21.0	2.53
20	2.0	19.0	13.711
12	2.0	17.0	17.591
11	3.0	14.0	13.141
18	2.0	17.0	6.831
20	2.0	15.0	2.81
4	2.0	26.0	5.111
21	2.0	17.0	4.951
10	3.0	18.0	9.321
8	2.0	15.0	15.911
17	2.0	6.0	10.771
6	3.0	4.0	5.681
16	2.0	19.0	8.041
22	2.0	21.0	8.831
11	2.0	23.0	4.12
21	2.0	17.0	6.581
9	2.0	25.0	5.091
4	3.0	20.0	7.331
8	1.0	7.0	1.97
7	3.0	1.0	5.621
21	2.0	17.0	14.211
22	1.0	7.0	2.8
20	2.0	22.0	3.97
17	2.0	19.0	12.351
16	2.0	11.0	6.871
17	3.0	19.0	19.351
16	3.0	13.0	8.341
17	1.0	12.0	2.14
16	2.0	21.0	3.89
12	2.0	19.0	5.351
3	2.0	7.0	9.751
12	2.0	16.0	9.111
17	2.0	21.0	15.541
17	2.0	16.0	6.751
18	2.0	5.0	4.351
1	2.0	12.0	5.621
2	2.0	18.0	5.081
6	2.0	12.0	2.18
14	2.0	4.0	2.95
21	3.0	7.0	12.611
22	3.0	7.0	14.451
7	3.0	26.0	9.581
19	2.0	14.0	14.051
5	2.0	21.0	17.761
9	2.0	22.0	5.551
18	1.0	25.0	2.41
7	2.0	21.0	15.681
16	2.0	10.0	5.961
3	2.0	17.0	7.271
2	2.0	15.0	4.291
6	2.0	26.0	9.611
15	2.0	16.0	2.74
7	2.0	22.0	7.221
15	2.0	18.0	7.291
6	2.0	17.0	6.321
21	2.0	18.0	5.601
2	2.0	9.0	4.811
22	2.0	17.0	5.481
8	3.0	14.0	10.901
4	3.0	23.0	9.281
1	2.0	23.0	7.061
12	3.0	15.0	14.461
7	3.0	1.0	7.421
13	2.0	1.0	4.641
15	2.0	15.0	3.43
19	2.0	21.0	17.761
13	2.0	14.0	10.841
17	3.0	4.0	6.981
10	2.0	10.0	14.731
19	2.0	14.0	10.501
8	2.0	19.0	11.231
15	2.0	6.0	17.521
21	2.0	11.0	7.911
12	2.0	17.0	12.481
11	2.0	3.0	6.751
12	3.0	9.0	4.741
19	2.0	16.0	3.3
22	2.0	20.0	4.301
12	2.0	12.0	2.78
17	2.0	23.0	6.621
10	2.0	10.0	8.201
7	2.0	17.0	21.271
8	2.0	14.0	5.751
18	3.0	2.0	6.721
12	2.0	21.0	9.521
8	1.0	23.0	1.23
21	2.0	16.0	9.391
9	3.0	10.0	9.361
15	2.0	20.0	5.081
8	2.0	1.0	2.9
22	2.0	19.0	12.921
4	2.0	11.0	4.601
3	1.0	17.0	1.85
17	2.0	26.0	9.341
10	2.0	26.0	2.29
6	2.0	21.0	10.081
12	2.0	15.0	9.161
11	2.0	5.0	5.491
10	2.0	17.0	4.601
10	2.0	26.0	9.891
19	2.0	6.0	6.451
8	3.0	16.0	9.311
5	2.0	10.0	17.231
20	2.0	26.0	5.581
8	2.0	10.0	9.731
20	2.0	6.0	8.331
13	2.0	26.0	5.041
2	3.0	7.0	11.081
19	2.0	18.0	2.26
16	2.0	16.0	3.91
20	1.0	2.0	3.1
14	3.0	15.0	13.521
10	2.0	19.0	12.281
19	2.0	15.0	2.98
16	3.0	9.0	4.451
5	2.0	18.0	4.461
2	2.0	20.0	3.9
22	2.0	22.0	7.921
17	3.0	26.0	11.871
3	3.0	16.0	8.631
9	2.0	21.0	2.85
22	3.0	9.0	6.931
11	1.0	5.0	1.96
7	1.0	5.0	1.73
12	2.0	3.0	3.09
6	3.0	20.0	6.251
22	2.0	21.0	19.951
15	2.0	21.0	9.471
11	2.0	22.0	4.791
21	2.0	15.0	7.001
2	3.0	2.0	6.231
2	2.0	6.0	5.341
12	2.0	17.0	10.981
12	2.0	25.0	3.27
10	2.0	16.0	6.741
4	2.0	1.0	2.8
14	3.0	25.0	6.011
18	2.0	12.0	3.31
4	2.0	10.0	6.111
19	2.0	6.0	3.67
5	3.0	13.0	10.381
2	2.0	23.0	10.361
6	2.0	21.0	9.071
16	2.0	25.0	4.511
8	2.0	6.0	4.321
1	3.0	18.0	7.661
13	2.0	17.0	10.571
8	2.0	12.0	6.801
19	2.0	11.0	7.151
20	3.0	25.0	8.231
15	2.0	15.0	3.96
9	3.0	20.0	6.651
4	2.0	24.0	8.971
12	1.0	25.0	2.52
16	2.0	19.0	19.091
7	2.0	23.0	4.201
22	2.0	22.0	7.451
5	2.0	14.0	11.111
20	2.0	16.0	5.601
17	2.0	17.0	26.661
14	2.0	5.0	4.271
6	2.0	14.0	3.84
15	2.0	23.0	7.611
17	3.0	17.0	28.041
18	2.0	3.0	4.351
7	2.0	8.0	6.191
8	1.0	4.0	2.64
22	1.0	16.0	1.93
14	3.0	2.0	5.511
3	2.0	7.0	13.801
16	2.0	7.0	6.311
13	2.0	12.0	7.641
19	2.0	16.0	2.42
13	2.0	26.0	2.85
5	2.0	8.0	4.221
15	1.0	9.0	1.63
4	2.0	15.0	15.551
16	2.0	10.0	9.701
10	2.0	21.0	13.131
4	2.0	6.0	4.691
9	3.0	14.0	14.691
18	3.0	1.0	5.821
12	1.0	16.0	2.32
10	2.0	14.0	7.361
21	2.0	19.0	18.241
10	2.0	22.0	8.271
14	1.0	5.0	2.06
8	2.0	22.0	7.651
21	2.0	7.0	3.44
17	2.0	17.0	15.181
4	3.0	1.0	5.861
10	3.0	12.0	12.131
5	2.0	6.0	8.631
13	2.0	24.0	3.17
5	2.0	17.0	3.93
22	2.0	6.0	5.241
8	2.0	6.0	5.911
13	2.0	17.0	9.941
12	2.0	8.0	3.61
15	2.0	17.0	13.771
16	2.0	12.0	2.42
1	2.0	15.0	7.021
5	2.0	21.0	22.931
9	2.0	26.0	4.801
7	2.0	21.0	5.621
3	2.0	24.0	5.921
8	2.0	14.0	4.1
22	1.0	16.0	1.9
7	3.0	9.0	5.671
22	2.0	10.0	9.081
8	2.0	22.0	4.05
22	2.0	18.0	5.401
8	2.0	22.0	6.881
21	2.0	16.0	5.951
21	2.0	17.0	7.051
9	2.0	21.0	9.361
22	2.0	21.0	6.491
15	2.0	16.0	3.79
10	2.0	14.0	10.241
13	2.0	10.0	3.24
20	2.0	20.0	3.63
17	2.0	21.0	18.471
17	2.0	11.0	11.041
6	1.0	24.0	2.82
15	2.0	7.0	10.341
7	1.0	11.0	2.9
8	2.0	17.0	9.471
2	2.0	10.0	13.771
14	1.0	16.0	1.82
2	1.0	22.0	2.96
13	2.0	10.0	6.871
3	2.0	25.0	6.551
19	2.0	19.0	6.131
2	2.0	15.0	9.571
3	1.0	22.0	2.49
22	3.0	5.0	6.841
14	3.0	26.0	9.211
17	2.0	16.0	8.211
18	2.0	9.0	3.85
13	3.0	6.0	9.981
15	2.0	23.0	8.211
12	2.0	10.0	3.1
12	2.0	8.0	5.111
19	2.0	21.0	11.231
13	3.0	21.0	15.651
10	2.0	14.0	10.541
11	1.0	16.0	2.5
9	2.0	14.0	6.261
17	2.0	20.0	3.27
15	2.0	26.0	2.87
8	2.0	16.0	5.321
16	2.0	7.0	9.431
19	2.0	23.0	7.401
1	1.0	13.0	2.69
1	2.0	22.0	5.911
22	2.0	19.0	18.451
1	2.0	7.0	4.691
3	1.0	2.0	2.83
7	2.0	10.0	6.411
8	2.0	24.0	3.04
2	2.0	12.0	6.311
15	2.0	11.0	11.251
12	2.0	6.0	11.651
10	2.0	19.0	25.371
20	2.0	21.0	2.96
6	2.0	17.0	8.161
8	3.0	4.0	7.061
7	2.0	16.0	6.411
1	2.0	14.0	4.751
9	1.0	6.0	3.23
15	3.0	4.0	8.941
5	2.0	26.0	10.431
22	3.0	14.0	20.221
11	3.0	24.0	8.921
19	2.0	26.0	3.04
17	2.0	21.0	15.421
21	2.0	21.0	17.251
5	2.0	15.0	12.651
18	2.0	6.0	15.781
18	2.0	17.0	17.771
16	2.0	3.0	4.611
12	2.0	24.0	8.101
8	2.0	12.0	4.391
5	2.0	11.0	3.42
9	3.0	13.0	9.671
10	2.0	13.0	5.311
21	1.0	14.0	3.29
6	1.0	7.0	1.47
5	2.0	16.0	7.181
19	3.0	25.0	5.621
18	2.0	12.0	3.98
19	2.0	24.0	8.131
18	1.0	22.0	2.82
2	2.0	21.0	10.291
5	2.0	26.0	3.99
7	2.0	2.0	3.68
21	2.0	10.0	4.451
19	2.0	9.0	4.321
6	2.0	15.0	12.791
16	2.0	21.0	18.491
22	2.0	19.0	13.671
2	2.0	22.0	3.22
17	2.0	10.0	4.01
11	1.0	2.0	1.04
10	2.0	7.0	5.521
19	3.0	17.0	21.881
9	2.0	17.0	5.181
5	2.0	4.0	5.101
6	2.0	7.0	11.911
10	3.0	19.0	29.651
6	2.0	19.0	8.521
21	2.0	26.0	4.881
18	2.0	19.0	9.491
17	2.0	23.0	3.18
5	1.0	1.0	3.31
1	1.0	8.0	1.77
20	2.0	4.0	6.151
15	2.0	14.0	3.52
1	2.0	17.0	23.201
20	2.0	22.0	3.07
12	1.0	13.0	2.82
7	2.0	19.0	9.051
1	1.0	17.0	1.81
1	2.0	21.0	21.471
10	2.0	25.0	7.181
4	2.0	26.0	9.131
22	1.0	7.0	2.76
10	3.0	11.0	7.991
16	2.0	17.0	16.451
20	2.0	11.0	7.201
22	2.0	11.0	4.191
5	2.0	21.0	18.691
1	2.0	12.0	10.831
16	2.0	19.0	21.911
16	1.0	25.0	1.46
11	2.0	23.0	8.071
12	2.0	17.0	17.511
17	1.0	12.0	2.5
17	2.0	14.0	5.191
13	2.0	23.0	6.511
18	2.0	21.0	6.751
5	2.0	17.0	5.221
15	2.0	17.0	11.251
2	2.0	23.0	5.801
7	2.0	14.0	11.501
1	2.0	23.0	7.551
16	2.0	19.0	13.041
3	2.0	7.0	4.871
3	1.0	18.0	1.92
22	2.0	25.0	7.141
20	1.0	4.0	2.54
13	1.0	2.0	1.35
2	2.0	16.0	7.681
4	2.0	16.0	5.371
5	2.0	3.0	4.431
7	3.0	15.0	17.501
22	2.0	6.0	11.501
3	2.0	17.0	10.791
3	2.0	15.0	13.211
2	2.0	26.0	4.691
8	2.0	10.0	5.631
15	2.0	21.0	9.301
7	3.0	26.0	10.821
18	2.0	2.0	3.45
19	1.0	22.0	1.51
17	2.0	14.0	12.221
20	2.0	12.0	5.411
1	2.0	25.0	4.911
18	3.0	2.0	6.461
12	2.0	24.0	7.691
15	2.0	14.0	19.171
15	2.0	12.0	3.01
18	3.0	3.0	7.831
9	2.0	14.0	12.521
5	2.0	23.0	4.171
6	2.0	18.0	5.511
4	2.0	15.0	12.401
5	3.0	15.0	15.481
12	3.0	2.0	6.491
20	2.0	19.0	11.021
9	2.0	6.0	6.711
5	2.0	8.0	3.36
4	2.0	12.0	2.2
1	1.0	7.0	3.07
11	2.0	2.0	3.65
11	2.0	8.0	5.131
13	2.0	14.0	3.72
10	3.0	3.0	6.611
9	1.0	5.0	2.52
13	2.0	5.0	3.2
8	2.0	13.0	6.901
5	2.0	15.0	14.151
4	3.0	22.0	8.951
8	2.0	13.0	5.151
1	2.0	16.0	5.731
22	2.0	4.0	5.231
1	2.0	25.0	3.09
3	3.0	7.0	16.121
22	1.0	13.0	1.56
12	2.0	6.0	2.73
8	3.0	16.0	10.681
7	2.0	3.0	3.18
1	1.0	14.0	2.58
11	2.0	26.0	6.921
1	2.0	8.0	2.71
20	2.0	19.0	16.361
3	3.0	7.0	14.431
20	2.0	19.0	9.411
20	1.0	15.0	2.3
4	2.0	23.0	8.671
13	2.0	10.0	3.68
15	2.0	14.0	18.921
8	2.0	4.0	6.901
22	3.0	13.0	7.591
20	3.0	26.0	10.621
16	1.0	22.0	2.5
15	2.0	15.0	2.87
6	2.0	13.0	5.071
3	2.0	16.0	5.251
21	1.0	3.0	2.0
21	2.0	4.0	3.95
1	2.0	7.0	7.011
16	2.0	10.0	6.431
13	2.0	14.0	15.011
1	1.0	12.0	2.27
16	1.0	1.0	2.0
14	3.0	9.0	4.421
5	2.0	6.0	10.851
3	3.0	2.0	8.261
8	2.0	11.0	7.661
14	1.0	11.0	1.94
7	2.0	15.0	10.661
21	1.0	4.0	2.82
15	2.0	10.0	4.841
22	2.0	26.0	5.551
17	2.0	17.0	25.651
10	2.0	18.0	5.901
2	2.0	15.0	12.641
7	2.0	7.0	10.521
5	2.0	11.0	9.301
10	2.0	19.0	23.831
3	2.0	7.0	11.881
4	3.0	22.0	8.901
20	2.0	17.0	14.781
5	2.0	1.0	5.581
17	2.0	18.0	7.191
7	2.0	23.0	4.511
2	2.0	13.0	8.381
7	2.0	15.0	5.031
4	2.0	16.0	7.611
18	2.0	2.0	4.651
11	2.0	1.0	3.92
12	2.0	6.0	5.821
4	2.0	15.0	14.621
9	2.0	14.0	4.01
5	2.0	22.0	11.371
12	2.0	12.0	2.85
16	2.0	8.0	4.911
7	2.0	3.0	7.111
11	2.0	8.0	5.731
13	2.0	14.0	2.99
10	2.0	12.0	6.501
22	2.0	10.0	1.95
10	3.0	18.0	9.351
10	2.0	19.0	27.861
20	2.0	21.0	7.091
12	2.0	16.0	2.52
13	2.0	17.0	5.101
11	3.0	24.0	8.151
22	2.0	10.0	3.61
20	3.0	23.0	9.911
15	2.0	25.0	2.69
20	2.0	21.0	6.191
15	1.0	26.0	1.89
7	2.0	26.0	1.65
3	2.0	4.0	3.18
17	2.0	20.0	4.11
2	2.0	11.0	11.221
19	2.0	9.0	4.561
2	3.0	18.0	8.241
12	1.0	23.0	1.77
6	2.0	26.0	8.931
5	3.0	6.0	12.051
19	2.0	15.0	6.491
17	2.0	4.0	2.9
22	2.0	21.0	3.27
4	1.0	23.0	3.34
6	2.0	7.0	7.131
16	3.0	9.0	3.78
17	2.0	11.0	8.181
2	2.0	23.0	12.591
4	2.0	15.0	6.711
19	2.0	3.0	5.801
6	2.0	24.0	4.08
7	3.0	7.0	13.931
22	2.0	26.0	3.17
11	2.0	17.0	9.691
18	2.0	15.0	13.091
16	2.0	14.0	11.241
6	3.0	1.0	5.451
12	2.0	21.0	8.901
1	2.0	14.0	7.661
16	2.0	26.0	4.951
22	2.0	2.0	4.561
3	2.0	22.0	9.591
20	1.0	17.0	2.82
15	1.0	23.0	2.46
14	2.0	11.0	9.321
3	2.0	14.0	13.011
17	3.0	26.0	10.791
12	2.0	21.0	21.331
4	2.0	20.0	4.421
6	2.0	16.0	4.401
9	2.0	14.0	6.881
10	1.0	13.0	1.24
3	3.0	19.0	16.951
15	2.0	12.0	8.091
5	2.0	6.0	9.271
3	2.0	13.0	6.341
12	2.0	17.0	7.951
9	2.0	12.0	5.221
3	2.0	25.0	8.111
16	2.0	5.0	4.801
15	3.0	11.0	13.251
22	2.0	6.0	6.861
21	2.0	11.0	7.551
21	2.0	8.0	5.531
22	3.0	22.0	10.691
3	1.0	17.0	2.3
15	2.0	1.0	2.91
12	2.0	6.0	4.181
22	2.0	24.0	5.211
17	2.0	21.0	14.501
4	2.0	21.0	12.801
16	2.0	21.0	6.601
10	2.0	17.0	20.481
18	3.0	16.0	9.491
10	1.0	23.0	2.19
9	3.0	10.0	9.701
21	2.0	11.0	10.171
2	1.0	2.0	2.59
20	2.0	3.0	5.891
4	3.0	20.0	7.191
15	2.0	24.0	7.271
16	2.0	14.0	9.711
12	2.0	24.0	2.8
10	2.0	22.0	10.001
22	2.0	22.0	4.581
22	2.0	21.0	10.031
3	3.0	25.0	9.231
6	2.0	17.0	15.031
19	2.0	10.0	7.201
22	2.0	10.0	4.731
2	2.0	21.0	20.991
11	2.0	22.0	8.261
19	2.0	10.0	6.571
1	2.0	25.0	1.7
1	2.0	12.0	7.851
10	2.0	19.0	13.451
19	2.0	15.0	5.501
13	3.0	6.0	10.161
4	2.0	11.0	6.411
8	2.0	21.0	6.631
22	2.0	18.0	1.96
16	2.0	25.0	6.981
3	2.0	4.0	6.701
21	1.0	18.0	2.27
19	1.0	9.0	1.91
4	2.0	11.0	3.29
20	2.0	7.0	10.081
5	2.0	19.0	6.771
2	2.0	26.0	7.151
15	2.0	26.0	2.79
3	2.0	12.0	9.631
7	2.0	23.0	6.631
20	2.0	18.0	4.901
21	2.0	16.0	3.76
10	2.0	17.0	3.92
1	2.0	13.0	7.041
18	2.0	17.0	6.661
13	3.0	5.0	4.09
1	3.0	4.0	6.141
18	1.0	2.0	1.9
16	2.0	22.0	4.921
7	2.0	23.0	6.071
15	2.0	21.0	4.02
2	2.0	12.0	4.331
8	1.0	23.0	1.29
2	1.0	13.0	2.98
7	2.0	7.0	11.871
14	2.0	13.0	2.62
20	2.0	4.0	5.451
9	3.0	7.0	7.171
7	3.0	4.0	7.171
9	2.0	14.0	4.241
5	2.0	18.0	5.401
3	3.0	22.0	12.531
3	2.0	17.0	7.161
5	2.0	24.0	5.971
17	3.0	9.0	4.841
7	1.0	6.0	2.29
1	3.0	22.0	9.971
16	2.0	14.0	15.221
8	2.0	7.0	3.52
14	2.0	19.0	4.351
3	2.0	6.0	3.38
12	2.0	21.0	3.24
10	2.0	22.0	4.03
19	2.0	14.0	9.611
6	2.0	6.0	3.21
1	2.0	3.0	5.751
10	2.0	6.0	5.521
15	2.0	16.0	8.841
1	3.0	9.0	4.781
11	1.0	4.0	1.57
7	1.0	9.0	1.71
14	2.0	2.0	2.76
6	2.0	21.0	9.711
21	2.0	14.0	9.491
11	2.0	26.0	2.23
8	3.0	16.0	9.171
20	3.0	12.0	14.221
16	2.0	14.0	7.881
9	2.0	15.0	13.591
16	2.0	21.0	10.691
10	2.0	10.0	5.771
3	2.0	7.0	10.531
6	2.0	18.0	5.291
22	2.0	14.0	12.581
4	3.0	19.0	14.381
3	1.0	13.0	1.87
11	2.0	21.0	12.181
1	2.0	12.0	8.361
9	3.0	24.0	11.841
15	2.0	22.0	10.871
17	2.0	16.0	4.671
17	2.0	15.0	5.621
20	1.0	8.0	1.67
4	2.0	21.0	4.171
2	1.0	4.0	2.93
2	2.0	11.0	12.671
2	2.0	21.0	17.391
11	2.0	21.0	10.461
21	2.0	17.0	17.211
1	2.0	23.0	6.201
15	2.0	26.0	5.941
2	3.0	10.0	16.351
19	2.0	22.0	3.39
22	2.0	14.0	11.911
2	2.0	17.0	13.051
